@RELATION imagette

@ATTRIBUTE label {Accident, Bomb, Car, Casualty, Electricity, Fire, FireBrigade, Flood, Gas, Injury, Paramedics, Person, Police, RoadBlock}
@ATTRIBUTE RatioBW_Global numeric
@ATTRIBUTE NbLinesBlackPixels_Global numeric
@ATTRIBUTE NbColsBlackPixels_Global numeric
@ATTRIBUTE HoughLines_Global numeric
@ATTRIBUTE HoughCircles_Global numeric
@ATTRIBUTE BoundingBoxNumber_Global numeric
@ATTRIBUTE GravityCenterX_Global numeric
@ATTRIBUTE GravityCenterY_Global numeric
@ATTRIBUTE CannyEdges_Global numeric
@ATTRIBUTE HWRatio_Global numeric
@ATTRIBUTE RatioBW_00 numeric
@ATTRIBUTE NbLinesBlackPixels_00 numeric
@ATTRIBUTE NbColsBlackPixels_00 numeric
@ATTRIBUTE HoughLines_00 numeric
@ATTRIBUTE HoughCircles_00 numeric
@ATTRIBUTE BoundingBoxNumber_00 numeric
@ATTRIBUTE GravityCenterX_00 numeric
@ATTRIBUTE GravityCenterY_00 numeric
@ATTRIBUTE CannyEdges_00 numeric
@ATTRIBUTE RatioBW_01 numeric
@ATTRIBUTE NbLinesBlackPixels_01 numeric
@ATTRIBUTE NbColsBlackPixels_01 numeric
@ATTRIBUTE HoughLines_01 numeric
@ATTRIBUTE HoughCircles_01 numeric
@ATTRIBUTE BoundingBoxNumber_01 numeric
@ATTRIBUTE GravityCenterX_01 numeric
@ATTRIBUTE GravityCenterY_01 numeric
@ATTRIBUTE CannyEdges_01 numeric
@ATTRIBUTE RatioBW_02 numeric
@ATTRIBUTE NbLinesBlackPixels_02 numeric
@ATTRIBUTE NbColsBlackPixels_02 numeric
@ATTRIBUTE HoughLines_02 numeric
@ATTRIBUTE HoughCircles_02 numeric
@ATTRIBUTE BoundingBoxNumber_02 numeric
@ATTRIBUTE GravityCenterX_02 numeric
@ATTRIBUTE GravityCenterY_02 numeric
@ATTRIBUTE CannyEdges_02 numeric
@ATTRIBUTE RatioBW_10 numeric
@ATTRIBUTE NbLinesBlackPixels_10 numeric
@ATTRIBUTE NbColsBlackPixels_10 numeric
@ATTRIBUTE HoughLines_10 numeric
@ATTRIBUTE HoughCircles_10 numeric
@ATTRIBUTE BoundingBoxNumber_10 numeric
@ATTRIBUTE GravityCenterX_10 numeric
@ATTRIBUTE GravityCenterY_10 numeric
@ATTRIBUTE CannyEdges_10 numeric
@ATTRIBUTE RatioBW_11 numeric
@ATTRIBUTE NbLinesBlackPixels_11 numeric
@ATTRIBUTE NbColsBlackPixels_11 numeric
@ATTRIBUTE HoughLines_11 numeric
@ATTRIBUTE HoughCircles_11 numeric
@ATTRIBUTE BoundingBoxNumber_11 numeric
@ATTRIBUTE GravityCenterX_11 numeric
@ATTRIBUTE GravityCenterY_11 numeric
@ATTRIBUTE CannyEdges_11 numeric
@ATTRIBUTE RatioBW_12 numeric
@ATTRIBUTE NbLinesBlackPixels_12 numeric
@ATTRIBUTE NbColsBlackPixels_12 numeric
@ATTRIBUTE HoughLines_12 numeric
@ATTRIBUTE HoughCircles_12 numeric
@ATTRIBUTE BoundingBoxNumber_12 numeric
@ATTRIBUTE GravityCenterX_12 numeric
@ATTRIBUTE GravityCenterY_12 numeric
@ATTRIBUTE CannyEdges_12 numeric
@ATTRIBUTE RatioBW_20 numeric
@ATTRIBUTE NbLinesBlackPixels_20 numeric
@ATTRIBUTE NbColsBlackPixels_20 numeric
@ATTRIBUTE HoughLines_20 numeric
@ATTRIBUTE HoughCircles_20 numeric
@ATTRIBUTE BoundingBoxNumber_20 numeric
@ATTRIBUTE GravityCenterX_20 numeric
@ATTRIBUTE GravityCenterY_20 numeric
@ATTRIBUTE CannyEdges_20 numeric
@ATTRIBUTE RatioBW_21 numeric
@ATTRIBUTE NbLinesBlackPixels_21 numeric
@ATTRIBUTE NbColsBlackPixels_21 numeric
@ATTRIBUTE HoughLines_21 numeric
@ATTRIBUTE HoughCircles_21 numeric
@ATTRIBUTE BoundingBoxNumber_21 numeric
@ATTRIBUTE GravityCenterX_21 numeric
@ATTRIBUTE GravityCenterY_21 numeric
@ATTRIBUTE CannyEdges_21 numeric
@ATTRIBUTE RatioBW_22 numeric
@ATTRIBUTE NbLinesBlackPixels_22 numeric
@ATTRIBUTE NbColsBlackPixels_22 numeric
@ATTRIBUTE HoughLines_22 numeric
@ATTRIBUTE HoughCircles_22 numeric
@ATTRIBUTE BoundingBoxNumber_22 numeric
@ATTRIBUTE GravityCenterX_22 numeric
@ATTRIBUTE GravityCenterY_22 numeric
@ATTRIBUTE CannyEdges_22 numeric

@DATA
Electricity, 1.81094, 0.0696721, 0.170732, 13, 1, 1, 108.448, 185.595, 0, 0.99187, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7.49774, 0.703704, 0.219512, 0, 0, 2, 0, 0, 0, 5.405, 0.567901, 0.207317, 0, 0, 2, 0, 0, 0, 2.69497, 0.222222, 0.219512, 0, 0, 1, 0, 0, 0, 10.0873, 0.395062, 0.682927, 0, 0, 2, 0, 0, 0, 14.1072, 0.851852, 0.634146, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car, 3.78182, 0.22541, 0.292683, 51, 8, 4, 136.791, 191.516, 0, 0.99187, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3.44776, 0.283951, 0.304878, 0, 0, 2, 0, 0, 0, 16.8022, 0.691358, 0.756098, 0, 0, 2, 49.9738, 36.1761, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10.6745, 0.333333, 1, 0, 0, 2, 0, 0, 0, 21.5447, 0.567901, 1, 0, 0, 4, 43.7985, 42.8211, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9.21409, 0.493827, 0.560976, 0, 0, 2, 36.8261, 48.408, 0, 15.959, 0.580247, 0.829268, 0, 0, 3, 14.1631, 34.2417, 0
FireBrigade, 3.66857, 0.36214, 0.243902, 22, 7, 1, 80.0081, 176.982, 0, 0.987805, 0, 0, 0, 0, 0, 1, 0, 0, 0, 18.8046, 0.925926, 0.658537, 0, 0, 2, 0, 0, 0, 14.9051, 0.691358, 0.682927, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 20.3252, 0.654321, 1, 0, 0, 3, 0, 0, 0, 15.3869, 0.604938, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3.49292, 0.308642, 0.280488, 0, 0, 2, 0, 0, 0, 3.95965, 0.222222, 0.353659, 0, 0, 1, 0, 0, 0
RoadBlock, 2.72834, 0.122951, 0.0979592, 7, 3, 3, 146.241, 138.88, 0, 0.995918, 0.167657, 0.0123457, 0, 0, 0, 1, 0, 0, 0, 11.5379, 1, 0.666667, 0, 0, 2, 0, 0, 0, 8.70294, 0.555556, 0.654321, 0, 0, 2, 0, 0, 0, 7.81893, 0.209877, 0.814815, 0, 0, 3, 0, 0, 0, 10.2881, 0.160494, 0.901235, 0, 0, 1, 0, 0, 0, 10.029, 0.419753, 1, 0, 0, 2, 0, 0, 0, 2.01189, 0.185185, 0.234568, 0, 0, 1, 0, 0, 0, 9.16019, 1, 0.234568, 0, 0, 2, 0, 0, 0, 1.52416, 0.148148, 0.135802, 0, 0, 1, 0, 0, 0
Paramedics, 8.25003, 0.590164, 0.585366, 171, 10, 5, 123.999, 168.323, 0, 0.99187, 2.39386, 0.111111, 0.280488, 0, 0, 1, 0, 0, 0, 10.9756, 1, 0.317073, 0, 0, 2, 0, 0, 0, 18.5035, 0.777778, 0.573171, 0, 0, 2, 0, 0, 0, 0.752785, 0.0617284, 0.0609756, 0, 0, 1, 0, 0, 0, 44.8058, 0.938272, 1, 0, 0, 7, 0, 0, 0, 47.6814, 0.876543, 1, 0, 0, 4, 44.5277, 31.2117, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 14.9202, 0.950617, 0.573171, 0, 0, 3, 0, 0, 0, 11.7886, 0.728395, 0.487805, 0, 0, 2, 0, 0, 0
Police, 3.75389, 0.325103, 0.321138, 42, 11, 4, 107.392, 149.827, 0, 0.987805, 1.80668, 0.185185, 0.097561, 0, 0, 1, 0, 0, 0, 10.7197, 1, 0.390244, 0, 0, 2, 0, 0, 0, 4.26077, 0.308642, 0.304878, 0, 0, 2, 0, 0, 0, 9.77115, 0.506173, 0.804878, 0, 0, 2, 0, 0, 0, 20.7468, 0.950617, 0.792683, 0, 0, 2, 0, 0, 0, 15.1912, 0.777778, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8.82264, 0.851852, 0.560976, 0, 0, 2, 0, 0, 0, 6.89551, 0.62963, 0.451219, 0, 0, 2, 0, 0, 0
Gas, 4.16854, 0.0369004, 0.337398, 69, 6, 4, 67.9732, 250.885, 0, 1.10163, 5.51491, 0.433333, 0.451219, 0, 0, 1, 0, 0, 0, 5.63686, 0.555556, 0.304878, 0, 0, 2, 0, 0, 0, 20.7182, 0.911111, 1, 0, 0, 3, 61.9091, 69.5905, 0, 11.7073, 0.577778, 0.707317, 0, 0, 2, 0, 0, 0, 20.9079, 1, 0.707317, 0, 0, 3, 0, 0, 0, 20.1491, 0.766667, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0.1, 1, 0, 0, 2, 0, 0, 0
Accident, 4.29255, 0.411523, 0.162602, 64, 2, 3, 110.479, 142.12, 0, 0.987805, 0.165613, 0, 0, 0, 0, 1, 0, 0, 0, 2.12285, 0.17284, 0.134146, 0, 0, 1, 0, 0, 0, 10.0723, 0.814815, 0.634146, 0, 0, 2, 0, 0, 0, 6.74496, 0.45679, 0.719512, 0, 0, 1, 0, 0, 0, 26.0614, 0.962963, 0.463415, 0, 0, 1, 29.919, 27.5726, 0, 19.181, 0.580247, 1, 0, 0, 2, 30.3443, 28.5024, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8.52153, 0.925926, 0.597561, 0, 0, 2, 0, 0, 0, 8.77748, 0.716049, 0.658537, 0, 0, 2, 0, 0, 0
Electricity, 1.77258, 0.0534979, 0.20082, 14, 0, 2, 0, 0, 0, 0.995902, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3.93233, 0.382716, 0.0987654, 0, 0, 1, 0, 0, 0, 5.53269, 0.567901, 0.111111, 0, 0, 1, 0, 0, 0, 2.48438, 0.320988, 0.259259, 0, 0, 1, 0, 0, 0, 12.4829, 0.703704, 0.666667, 0, 0, 2, 0, 0, 0, 14.6472, 0.925926, 0.604938, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
RoadBlock, 2.15881, 0.0942623, 0.0617284, 2, 4, 3, 130.111, 67.3841, 0, 1.00412, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8.45908, 0.851852, 0.308642, 0, 0, 2, 0, 0, 0, 2.28624, 0.17284, 0.197531, 0, 0, 1, 0, 0, 0, 7.59031, 0.222222, 0.765432, 0, 0, 2, 0, 0, 0, 10.7758, 0.345679, 0.975309, 0, 0, 1, 0, 0, 0, 9.98323, 0.283951, 0.925926, 0, 0, 2, 0, 0, 0, 0.518214, 0.0493827, 0.0493827, 0, 0, 1, 0, 0, 0, 7.3312, 0.864198, 0.296296, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
