@RELATION imagette

@ATTRIBUTE label {Accident, Bomb, Car, Casualty, Electricity, Fire, FireBrigade, Flood, Gas, Injury, Paramedics, Person, Police, RoadBlock}
@ATTRIBUTE RatioBW_Global numeric
@ATTRIBUTE NbLinesBlackPixels_Global numeric
@ATTRIBUTE NbColsBlackPixels_Global numeric
@ATTRIBUTE HoughLines_Global numeric
@ATTRIBUTE HoughCircles_Global numeric
@ATTRIBUTE BoundingBoxNumber_Global numeric
@ATTRIBUTE GravityCenterX_Global numeric
@ATTRIBUTE GravityCenterY_Global numeric
@ATTRIBUTE CannyEdges_Global numeric
@ATTRIBUTE HWRatio_Global numeric
@ATTRIBUTE RatioBW_00 numeric
@ATTRIBUTE NbLinesBlackPixels_00 numeric
@ATTRIBUTE NbColsBlackPixels_00 numeric
@ATTRIBUTE HoughLines_00 numeric
@ATTRIBUTE HoughCircles_00 numeric
@ATTRIBUTE BoundingBoxNumber_00 numeric
@ATTRIBUTE GravityCenterX_00 numeric
@ATTRIBUTE GravityCenterY_00 numeric
@ATTRIBUTE CannyEdges_00 numeric
@ATTRIBUTE RatioBW_01 numeric
@ATTRIBUTE NbLinesBlackPixels_01 numeric
@ATTRIBUTE NbColsBlackPixels_01 numeric
@ATTRIBUTE HoughLines_01 numeric
@ATTRIBUTE HoughCircles_01 numeric
@ATTRIBUTE BoundingBoxNumber_01 numeric
@ATTRIBUTE GravityCenterX_01 numeric
@ATTRIBUTE GravityCenterY_01 numeric
@ATTRIBUTE CannyEdges_01 numeric
@ATTRIBUTE RatioBW_02 numeric
@ATTRIBUTE NbLinesBlackPixels_02 numeric
@ATTRIBUTE NbColsBlackPixels_02 numeric
@ATTRIBUTE HoughLines_02 numeric
@ATTRIBUTE HoughCircles_02 numeric
@ATTRIBUTE BoundingBoxNumber_02 numeric
@ATTRIBUTE GravityCenterX_02 numeric
@ATTRIBUTE GravityCenterY_02 numeric
@ATTRIBUTE CannyEdges_02 numeric
@ATTRIBUTE RatioBW_10 numeric
@ATTRIBUTE NbLinesBlackPixels_10 numeric
@ATTRIBUTE NbColsBlackPixels_10 numeric
@ATTRIBUTE HoughLines_10 numeric
@ATTRIBUTE HoughCircles_10 numeric
@ATTRIBUTE BoundingBoxNumber_10 numeric
@ATTRIBUTE GravityCenterX_10 numeric
@ATTRIBUTE GravityCenterY_10 numeric
@ATTRIBUTE CannyEdges_10 numeric
@ATTRIBUTE RatioBW_11 numeric
@ATTRIBUTE NbLinesBlackPixels_11 numeric
@ATTRIBUTE NbColsBlackPixels_11 numeric
@ATTRIBUTE HoughLines_11 numeric
@ATTRIBUTE HoughCircles_11 numeric
@ATTRIBUTE BoundingBoxNumber_11 numeric
@ATTRIBUTE GravityCenterX_11 numeric
@ATTRIBUTE GravityCenterY_11 numeric
@ATTRIBUTE CannyEdges_11 numeric
@ATTRIBUTE RatioBW_12 numeric
@ATTRIBUTE NbLinesBlackPixels_12 numeric
@ATTRIBUTE NbColsBlackPixels_12 numeric
@ATTRIBUTE HoughLines_12 numeric
@ATTRIBUTE HoughCircles_12 numeric
@ATTRIBUTE BoundingBoxNumber_12 numeric
@ATTRIBUTE GravityCenterX_12 numeric
@ATTRIBUTE GravityCenterY_12 numeric
@ATTRIBUTE CannyEdges_12 numeric
@ATTRIBUTE RatioBW_20 numeric
@ATTRIBUTE NbLinesBlackPixels_20 numeric
@ATTRIBUTE NbColsBlackPixels_20 numeric
@ATTRIBUTE HoughLines_20 numeric
@ATTRIBUTE HoughCircles_20 numeric
@ATTRIBUTE BoundingBoxNumber_20 numeric
@ATTRIBUTE GravityCenterX_20 numeric
@ATTRIBUTE GravityCenterY_20 numeric
@ATTRIBUTE CannyEdges_20 numeric
@ATTRIBUTE RatioBW_21 numeric
@ATTRIBUTE NbLinesBlackPixels_21 numeric
@ATTRIBUTE NbColsBlackPixels_21 numeric
@ATTRIBUTE HoughLines_21 numeric
@ATTRIBUTE HoughCircles_21 numeric
@ATTRIBUTE BoundingBoxNumber_21 numeric
@ATTRIBUTE GravityCenterX_21 numeric
@ATTRIBUTE GravityCenterY_21 numeric
@ATTRIBUTE CannyEdges_21 numeric
@ATTRIBUTE RatioBW_22 numeric
@ATTRIBUTE NbLinesBlackPixels_22 numeric
@ATTRIBUTE NbColsBlackPixels_22 numeric
@ATTRIBUTE HoughLines_22 numeric
@ATTRIBUTE HoughCircles_22 numeric
@ATTRIBUTE BoundingBoxNumber_22 numeric
@ATTRIBUTE GravityCenterX_22 numeric
@ATTRIBUTE GravityCenterY_22 numeric
@ATTRIBUTE CannyEdges_22 numeric

@DATA
Electricity, 3.20872, 0.155738, 0.284553, 12, 11, 1, 94.8137, 160.737, 4, 0.99187, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13.0382, 0.82716, 0.243902, 0, 1, 1, 65.6847, 59.9538, 2, 10.8702, 0.679012, 0.243902, 0, 0, 1, 66.3878, 37.7121, 2, 7.0009, 0.283951, 0.304878, 0, 1, 1, 0, 0, 3, 17.5098, 0.518519, 0.719512, 0, 6, 1, 38.0327, 66.2462, 3, 28.5607, 0.888889, 0.731707, 5, 7, 2, 31.2725, 53.416, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car, 6.52406, 0.344262, 0.617886, 52, 13, 3, 137.686, 169.287, 9, 0.99187, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6.91057, 0.333333, 0.365854, 0, 1, 1, 0, 0, 2, 34.0259, 0.728395, 0.804878, 1, 7, 2, 38.7827, 33.2086, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 18.5637, 0.419753, 1, 0, 4, 2, 42.7829, 41.3038, 2, 41.3279, 0.716049, 1, 1, 9, 3, 36.8552, 36.6046, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 15.5074, 0.530864, 0.597561, 0, 4, 2, 32.8679, 51.2312, 3, 28.0036, 0.617284, 0.865854, 0, 4, 2, 44.0139, 28.1645, 5
FireBrigade, 6.02228, 0.526749, 0.5, 14, 13, 2, 91.9589, 149.515, 2, 0.987805, 0, 0, 0, 0, 0, 1, 0, 0, 0, 31.4062, 0.962963, 0.695122, 0, 3, 2, 47.197, 36.591, 4, 24.1494, 0.716049, 0.707317, 0, 2, 2, 44.3624, 38.9267, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 36.9015, 0.901235, 1, 0, 5, 2, 42.4521, 34.3036, 4, 25.3086, 0.703704, 1, 5, 4, 2, 27.9791, 41.887, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8.67209, 0.382716, 0.5, 0, 5, 1, 0, 0, 2, 6.5944, 0.259259, 0.414634, 0, 0, 1, 0, 0, 2
RoadBlock, 4.92305, 0.344262, 0.546939, 6, 14, 3, 111.294, 134.159, 5, 0.995918, 0.777321, 0.0617284, 0.0740741, 0, 0, 1, 0, 0, 1, 21.8869, 1, 0.691358, 1, 5, 2, 45.884, 45.8136, 3, 14.4795, 0.592593, 0.679012, 0, 2, 2, 49.5966, 29.7085, 2, 19.7074, 0.259259, 1, 0, 2, 1, 54.0226, 60.0881, 4, 21.643, 0.530864, 0.950617, 5, 2, 2, 30.2618, 58.4666, 0, 17.6955, 0.493827, 1, 0, 2, 2, 37.3463, 36.2468, 2, 4.52675, 0.234568, 0.283951, 0, 0, 1, 0, 0, 1, 16.9639, 1, 0.320988, 0, 0, 2, 26.716, 32.7315, 2, 3.24646, 0.209877, 0.197531, 0, 0, 1, 0, 0, 2
Police, 6.19961, 0.707819, 0.621951, 40, 13, 4, 131.116, 130.8, 8, 0.987805, 3.25203, 0.271605, 0.146341, 0, 1, 1, 0, 0, 2, 18.368, 1, 0.463415, 3, 2, 2, 47.1684, 62.5095, 2, 7.10629, 0.358025, 0.353659, 0, 1, 1, 0, 0, 2, 19.9036, 0.54321, 0.878049, 0, 3, 2, 37.4324, 53.183, 2, 37.4285, 1, 0.829268, 0, 3, 2, 41.6445, 37.9634, 4, 25.8205, 0.851852, 1, 4, 6, 2, 40.262, 50.7899, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 17.3743, 0.91358, 0.585366, 2, 2, 2, 32.7247, 50.3526, 2, 13.1587, 0.679012, 0.512195, 0, 2, 2, 26.5182, 25.6118, 2
Accident, 7.27525, 0.547325, 0.434959, 50, 13, 2, 125.895, 143.873, 14, 0.987805, 1.92713, 0.160494, 0.121951, 0, 0, 1, 0, 0, 1, 11.3219, 0.728395, 0.52439, 0, 2, 1, 44.6511, 53.614, 1, 18.8497, 0.839506, 0.670732, 0, 3, 2, 40.2171, 40.5203, 2, 19.2713, 0.530864, 1, 4, 3, 2, 37.3138, 46.3944, 1, 41.6591, 1, 0.609756, 0, 9, 1, 35.4116, 32.9056, 4, 33.1075, 0.740741, 1, 5, 7, 2, 35.917, 50.2843, 4, 0.135501, 0, 0, 0, 0, 1, 0, 0, 0, 17.4195, 0.987654, 0.634146, 15, 1, 2, 34.1045, 40.9479, 2, 17.2087, 0.753086, 0.695122, 0, 2, 2, 35.6418, 36.5597, 2
Gas, 7.18807, 0.715867, 0.382114, 70, 10, 1, 95.7539, 143.124, 8, 1.10163, 12.7778, 0.511111, 0.52439, 0, 4, 1, 50.3562, 48.6242, 2, 11.0569, 0.655556, 0.341463, 3, 3, 2, 0, 0, 2, 33.252, 0.955556, 1, 6, 4, 3, 42.112, 50.9937, 4, 24.2276, 0.655556, 0.743902, 0, 7, 2, 33.8647, 61.8002, 5, 39.8645, 1, 0.743902, 9, 8, 3, 40.6382, 45.0668, 3, 36.2331, 0.888889, 1, 6, 8, 3, 30.0195, 50.2598, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 14.4444, 0.144444, 1, 6, 0, 2, 0, 0, 0
Paramedics, 12.5133, 0.647541, 0.686992, 29, 16, 3, 117.606, 149.365, 20, 0.99187, 5.35983, 0.160494, 0.390244, 0, 0, 1, 0, 0, 1, 20.3553, 1, 0.487805, 0, 2, 2, 42.7907, 38.3173, 3, 29.3135, 0.814815, 0.597561, 0, 3, 2, 49.5874, 38.9716, 7, 4.03493, 0.0987654, 0.146341, 3, 0, 1, 0, 0, 1, 73.2611, 1, 1, 4, 10, 1, 35.4467, 40.1306, 10, 67.2388, 0.901235, 1, 1, 6, 3, 40.4455, 38.4217, 12, 0, 0, 0, 0, 0, 1, 0, 0, 0, 28.3047, 0.987654, 0.597561, 0, 3, 2, 35.2616, 35.4557, 5, 18.91, 0.777778, 0.52439, 0, 1, 2, 32.3472, 24.113, 3
Electricity, 3.17581, 0.246914, 0.245902, 11, 11, 1, 99.2732, 145.349, 3, 0.995902, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6.70629, 0.580247, 0.135802, 0, 0, 1, 0, 0, 1, 9.40405, 0.728395, 0.148148, 0, 0, 1, 0, 0, 1, 9.64792, 0.518519, 0.481481, 0, 2, 1, 28.0951, 48.6128, 1, 22.8776, 0.888889, 0.703704, 0, 5, 2, 42.2707, 55.8257, 3, 31.0166, 0.962963, 0.679012, 6, 8, 2, 35.2424, 34.4244, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
FireBrigade, 6.77742, 0.662551, 0.506173, 27, 14, 1, 92.1551, 134.552, 3, 1, 11.5531, 0.358025, 0.62963, 0, 1, 2, 38.8392, 65.1868, 2, 39.2623, 1, 0.506173, 6, 7, 2, 44.359, 50.9334, 7, 25.9717, 0.851852, 0.62963, 0, 4, 2, 43.8679, 44.2797, 3, 8.85536, 0.320988, 0.54321, 0, 2, 2, 0, 0, 2, 35.1776, 1, 1, 0, 7, 2, 44.4435, 21.8482, 4, 22.1613, 0.839506, 1, 8, 3, 2, 24.4463, 48.3739, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8.04755, 0.493827, 0.320988, 0, 1, 1, 19.0695, 64.9649, 2, 0.487731, 0.0493827, 0.037037, 0, 0, 1, 0, 0, 0
